Order ID,Order Date,Customer ID,Ship Date,Ship Mode,Segment
CA-2016-161669,11-07-2016,EM-14095,11-09-2016,First Class,Corporate
CA-2016-161669,11-07-2016,EM-14095,11-09-2016,First Class,Corporate
CA-2015-114300,10/13/2015,AF-10885,10/17/2015,Standard Class,Consumer
CA-2015-114300,10/13/2015,AF-10885,10/17/2015,Standard Class,Consumer
CA-2017-107503,01-01-2017,GA-14725,01-06-2017,Standard Class,Consumer
CA-2014-107755,02-07-2014,CK-12760,02-12-2014,Standard Class,Corporate
CA-2016-152534,6/20/2016,DP-13105,6/25/2016,Second Class,Corporate
CA-2016-152534,6/20/2016,DP-13105,6/25/2016,Second Class,Corporate
CA-2016-113747,5/28/2016,VD-21670,06-04-2016,Standard Class,Consumer
CA-2016-123274,2/19/2016,GT-14710,2/24/2016,Standard Class,Consumer
CA-2016-123274,2/19/2016,GT-14710,2/24/2016,Standard Class,Consumer
CA-2014-125612,08-03-2014,BK-11260,08-08-2014,Standard Class,Consumer
CA-2014-125612,08-03-2014,BK-11260,08-08-2014,Standard Class,Consumer
CA-2014-125612,08-03-2014,BK-11260,08-08-2014,Standard Class,Consumer
CA-2017-161984,04-10-2017,SJ-20125,4/15/2017,Standard Class,Home Office
CA-2017-161984,04-10-2017,SJ-20125,4/15/2017,Standard Class,Home Office
CA-2014-133851,06-09-2014,CM-12445,6/16/2014,Standard Class,Consumer
CA-2014-133851,06-09-2014,CM-12445,6/16/2014,Standard Class,Consumer
CA-2016-134474,01-05-2016,AJ-10795,01-07-2016,Second Class,Corporate
CA-2016-134474,01-05-2016,AJ-10795,01-07-2016,Second Class,Corporate
CA-2016-134474,01-05-2016,AJ-10795,01-07-2016,Second Class,Corporate
CA-2014-149020,01-10-2014,AJ-10780,1/15/2014,Standard Class,Corporate
CA-2014-149020,01-10-2014,AJ-10780,1/15/2014,Standard Class,Corporate
CA-2016-134362,9/29/2016,LS-16945,10-02-2016,First Class,Corporate
CA-2014-136742,04-06-2014,GP-14740,04-10-2014,Standard Class,Corporate
CA-2016-158099,09-03-2016,PK-18910,09-05-2016,First Class,Home Office
CA-2016-158099,09-03-2016,PK-18910,09-05-2016,First Class,Home Office
CA-2015-131128,10/19/2015,TB-21520,10/20/2015,First Class,Consumer
CA-2014-148488,12-10-2014,SM-20005,12/15/2014,Standard Class,Consumer
CA-2014-148488,12-10-2014,SM-20005,12/15/2014,Standard Class,Consumer
CA-2017-114636,8/25/2017,GA-14725,8/29/2017,Standard Class,Consumer
CA-2016-116736,1/17/2016,CC-12430,1/21/2016,Standard Class,Home Office
CA-2016-116736,1/17/2016,CC-12430,1/21/2016,Standard Class,Home Office
CA-2016-116736,1/17/2016,CC-12430,1/21/2016,Standard Class,Home Office
US-2014-158638,9/17/2014,AG-10765,9/21/2014,Standard Class,Home Office
CA-2017-111689,11/30/2017,HP-14815,12-02-2017,Second Class,Home Office
CA-2017-111689,11/30/2017,HP-14815,12-02-2017,Second Class,Home Office
CA-2015-129098,10-09-2015,DK-13090,10/13/2015,Standard Class,Consumer
US-2017-123463,12/23/2017,GZ-14470,12/23/2017,Same Day,Consumer
CA-2016-165148,10/22/2016,PM-19135,10/24/2016,First Class,Home Office
CA-2014-134061,4/29/2014,LL-16840,05-04-2014,Standard Class,Consumer
CA-2015-143602,4/25/2015,JS-15595,4/28/2015,Second Class,Corporate
CA-2017-115364,6/26/2017,OT-18730,07-02-2017,Standard Class,Consumer
CA-2017-150707,10/14/2017,EL-13735,10/19/2017,Standard Class,Home Office
CA-2014-104976,12-09-2014,CK-12760,12/16/2014,Standard Class,Corporate
CA-2017-132934,6/20/2017,JE-15475,6/26/2017,Standard Class,Consumer
CA-2017-132934,6/20/2017,JE-15475,6/26/2017,Standard Class,Consumer
CA-2017-133256,6/26/2017,TH-21550,6/27/2017,First Class,Home Office
CA-2017-133256,6/26/2017,TH-21550,6/27/2017,First Class,Home Office
CA-2017-133256,6/26/2017,TH-21550,6/27/2017,First Class,Home Office
CA-2016-105494,11-10-2016,PC-18745,11-12-2016,First Class,Corporate
CA-2016-105494,11-10-2016,PC-18745,11-12-2016,First Class,Corporate
CA-2016-140634,10-03-2016,HL-15040,10-06-2016,Second Class,Consumer
CA-2014-144407,09-09-2014,MS-17365,9/15/2014,Standard Class,Consumer
CA-2017-160983,10/29/2017,GB-14530,10/31/2017,Second Class,Corporate
US-2016-114622,04-10-2016,JR-16210,04-12-2016,First Class,Corporate
CA-2017-150959,11-11-2017,TD-20995,11/13/2017,First Class,Consumer
CA-2017-150959,11-11-2017,TD-20995,11/13/2017,First Class,Consumer
CA-2017-132353,9/15/2017,DB-13060,9/17/2017,First Class,Consumer
CA-2016-130477,04-08-2016,LC-17140,04-12-2016,Standard Class,Consumer
CA-2016-130477,04-08-2016,LC-17140,04-12-2016,Standard Class,Consumer
CA-2016-130477,04-08-2016,LC-17140,04-12-2016,Standard Class,Consumer
CA-2017-143259,12/30/2017,PO-18865,01-03-2018,Standard Class,Consumer
CA-2017-143259,12/30/2017,PO-18865,01-03-2018,Standard Class,Consumer
CA-2017-143259,12/30/2017,PO-18865,01-03-2018,Standard Class,Consumer
CA-2017-137596,09-02-2017,BE-11335,09-07-2017,Standard Class,Home Office
CA-2017-137596,09-02-2017,BE-11335,09-07-2017,Standard Class,Home Office
CA-2017-137596,09-02-2017,BE-11335,09-07-2017,Standard Class,Home Office
CA-2015-133627,5/31/2015,SC-20050,06-07-2015,Standard Class,Home Office
CA-2017-102519,11/27/2017,BM-11650,11/29/2017,First Class,Corporate
CA-2017-102519,11/27/2017,BM-11650,11/29/2017,First Class,Corporate
US-2014-141215,6/15/2014,KL-16555,6/21/2014,Standard Class,Corporate
US-2014-141215,6/15/2014,KL-16555,6/21/2014,Standard Class,Corporate
US-2014-141215,6/15/2014,KL-16555,6/21/2014,Standard Class,Corporate
CA-2016-165218,03-05-2016,RW-19630,03-11-2016,Standard Class,Corporate
CA-2016-165218,03-05-2016,RW-19630,03-11-2016,Standard Class,Corporate
CA-2014-138296,12-05-2014,RC-19825,12-12-2014,Standard Class,Consumer
CA-2015-111164,04-11-2015,SE-20110,4/15/2015,Standard Class,Consumer
CA-2015-111164,04-11-2015,SE-20110,4/15/2015,Standard Class,Consumer
CA-2015-111164,04-11-2015,SE-20110,4/15/2015,Standard Class,Consumer
CA-2016-149797,9/15/2016,AH-10075,9/20/2016,Standard Class,Corporate
CA-2014-132962,9/13/2014,JM-15535,9/16/2014,First Class,Consumer
CA-2014-132962,9/13/2014,JM-15535,9/16/2014,First Class,Consumer
CA-2015-115091,10-05-2015,JJ-15760,10-09-2015,Standard Class,Home Office
CA-2015-115091,10-05-2015,JJ-15760,10-09-2015,Standard Class,Home Office
CA-2017-144932,4/14/2017,AB-10165,4/17/2017,First Class,Consumer
CA-2017-144932,4/14/2017,AB-10165,4/17/2017,First Class,Consumer
CA-2017-144932,4/14/2017,AB-10165,4/17/2017,First Class,Consumer
CA-2017-114216,09-02-2017,RK-19300,09-06-2017,Standard Class,Consumer
CA-2016-140081,6/20/2016,CG-12040,6/24/2016,Standard Class,Home Office
CA-2016-140081,6/20/2016,CG-12040,6/24/2016,Standard Class,Home Office
CA-2016-140081,6/20/2016,CG-12040,6/24/2016,Standard Class,Home Office
CA-2016-140081,6/20/2016,CG-12040,6/24/2016,Standard Class,Home Office
US-2017-111745,11-05-2017,RA-19885,11-06-2017,First Class,Corporate
CA-2015-148250,12/13/2015,RP-19270,12/17/2015,Standard Class,Corporate
CA-2015-148250,12/13/2015,RP-19270,12/17/2015,Standard Class,Corporate
CA-2016-105760,6/19/2016,KC-16255,6/20/2016,First Class,Corporate
CA-2016-142958,12/13/2016,RW-19630,12/20/2016,Standard Class,Corporate
CA-2016-142958,12/13/2016,RW-19630,12/20/2016,Standard Class,Corporate
CA-2015-120880,5/29/2015,JL-15850,06-03-2015,Standard Class,Consumer
CA-2015-120880,5/29/2015,JL-15850,06-03-2015,Standard Class,Consumer
CA-2015-120880,5/29/2015,JL-15850,06-03-2015,Standard Class,Consumer
US-2015-140200,7/26/2015,CA-12775,7/28/2015,First Class,Consumer
US-2017-110576,11/28/2017,RB-19795,12-02-2017,Standard Class,Home Office
US-2017-110576,11/28/2017,RB-19795,12-02-2017,Standard Class,Home Office
US-2017-110576,11/28/2017,RB-19795,12-02-2017,Standard Class,Home Office
US-2017-110576,11/28/2017,RB-19795,12-02-2017,Standard Class,Home Office
US-2017-110576,11/28/2017,RB-19795,12-02-2017,Standard Class,Home Office
CA-2017-131156,04-03-2017,KH-16360,04-07-2017,Standard Class,Consumer
CA-2017-136539,12/28/2017,GH-14665,01-01-2018,Standard Class,Consumer
CA-2017-136539,12/28/2017,GH-14665,01-01-2018,Standard Class,Consumer
CA-2017-119305,11/30/2017,SW-20275,12-04-2017,Standard Class,Consumer
CA-2017-102414,5/15/2017,JA-15970,5/18/2017,Second Class,Consumer
CA-2017-102414,5/15/2017,JA-15970,5/18/2017,Second Class,Consumer
CA-2017-102414,5/15/2017,JA-15970,5/18/2017,Second Class,Consumer
CA-2015-112571,9/22/2015,DL-12925,9/22/2015,Same Day,Consumer
CA-2017-152142,11/14/2017,LW-16990,11/19/2017,Standard Class,Corporate
CA-2015-160059,11/27/2015,TB-21190,12-01-2015,Standard Class,Home Office
CA-2016-120859,09-01-2016,CV-12805,09-04-2016,First Class,Corporate
CA-2014-127488,9/22/2014,MS-17365,9/24/2014,Second Class,Consumer
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2017-135279,04-09-2017,BS-11800,04-11-2017,First Class,Home Office
CA-2014-115791,1/16/2014,DL-13315,1/18/2014,Second Class,Consumer
CA-2014-115791,1/16/2014,DL-13315,1/18/2014,Second Class,Consumer
CA-2014-115791,1/16/2014,DL-13315,1/18/2014,Second Class,Consumer
CA-2014-115791,1/16/2014,DL-13315,1/18/2014,Second Class,Consumer
US-2017-103247,10-05-2017,PO-19195,10-08-2017,Second Class,Home Office
US-2017-103247,10-05-2017,PO-19195,10-08-2017,Second Class,Home Office
US-2017-100209,07-09-2017,TD-20995,7/15/2017,Standard Class,Consumer
CA-2017-159366,01-07-2017,BW-11110,01-10-2017,First Class,Corporate
CA-2016-145499,5/30/2016,RW-19690,5/31/2016,First Class,Consumer
CA-2015-157035,12-09-2015,KB-16600,12-12-2015,First Class,Corporate
CA-2016-144939,10-03-2016,EB-13870,10-08-2016,Standard Class,Consumer
CA-2014-163419,11-11-2014,TZ-21580,11/14/2014,Second Class,Consumer
CA-2014-163419,11-11-2014,TZ-21580,11/14/2014,Second Class,Consumer
CA-2014-163419,11-11-2014,TZ-21580,11/14/2014,Second Class,Consumer
CA-2017-100314,9/29/2017,AS-10630,10-05-2017,Standard Class,Home Office
CA-2017-100314,9/29/2017,AS-10630,10-05-2017,Standard Class,Home Office
CA-2017-100314,9/29/2017,AS-10630,10-05-2017,Standard Class,Home Office
CA-2015-146829,03-10-2015,TS-21340,03-10-2015,Same Day,Consumer
CA-2017-167899,5/21/2017,JG-15805,5/26/2017,Standard Class,Corporate
CA-2017-167899,5/21/2017,JG-15805,5/26/2017,Standard Class,Corporate
CA-2015-153549,3/29/2015,SL-20155,3/31/2015,Second Class,Home Office
CA-2016-110023,09-09-2016,TS-21610,09-11-2016,First Class,Consumer
CA-2016-105585,8/26/2016,RF-19735,8/27/2016,First Class,Consumer
CA-2016-105585,8/26/2016,RF-19735,8/27/2016,First Class,Consumer
CA-2014-117639,5/21/2014,MW-18235,5/25/2014,Standard Class,Corporate
CA-2014-117639,5/21/2014,MW-18235,5/25/2014,Standard Class,Corporate
CA-2015-162537,10/28/2015,RD-19585,11-03-2015,Standard Class,Consumer
CA-2015-162537,10/28/2015,RD-19585,11-03-2015,Standard Class,Consumer
CA-2015-162537,10/28/2015,RD-19585,11-03-2015,Standard Class,Consumer
CA-2015-162537,10/28/2015,RD-19585,11-03-2015,Standard Class,Consumer
CA-2016-155488,11/13/2016,FM-14290,11/17/2016,Standard Class,Home Office
CA-2015-124891,7/31/2015,RH-19495,7/31/2015,Same Day,Consumer
CA-2015-124891,7/31/2015,RH-19495,7/31/2015,Same Day,Consumer
CA-2015-124891,7/31/2015,RH-19495,7/31/2015,Same Day,Consumer
CA-2015-126445,8/27/2015,RA-19945,8/31/2015,Standard Class,Consumer
CA-2015-111199,11/13/2015,JK-15730,11/17/2015,Standard Class,Consumer
CA-2015-105312,11-06-2015,MT-17815,11-09-2015,First Class,Consumer
CA-2015-105312,11-06-2015,MT-17815,11-09-2015,First Class,Consumer
US-2017-106705,12/26/2017,PO-18850,01-01-2018,Standard Class,Consumer
CA-2017-135034,08-01-2017,AT-10735,08-03-2017,First Class,Consumer
CA-2014-158540,11/24/2014,VG-21790,11/26/2014,First Class,Consumer
CA-2017-118437,6/17/2017,PF-19165,6/21/2017,Second Class,Consumer
CA-2017-118437,6/17/2017,PF-19165,6/21/2017,Second Class,Consumer
US-2015-126214,12/21/2015,JS-15880,12/24/2015,Second Class,Consumer
US-2015-126214,12/21/2015,JS-15880,12/24/2015,Second Class,Consumer
CA-2015-133025,9/17/2015,MO-17800,9/19/2015,Second Class,Home Office
CA-2015-108665,07-06-2015,KM-16225,07-10-2015,Standard Class,Corporate
CA-2015-108665,07-06-2015,KM-16225,07-10-2015,Standard Class,Corporate
CA-2015-108665,07-06-2015,KM-16225,07-10-2015,Standard Class,Corporate
CA-2015-108665,07-06-2015,KM-16225,07-10-2015,Standard Class,Corporate
CA-2015-124450,4/27/2015,GT-14710,05-03-2015,Standard Class,Consumer
CA-2015-124450,4/27/2015,GT-14710,05-03-2015,Standard Class,Consumer
CA-2015-124450,4/27/2015,GT-14710,05-03-2015,Standard Class,Consumer
CA-2015-167269,6/16/2015,PB-19150,6/20/2015,Standard Class,Consumer
CA-2017-106964,12/17/2017,HR-14770,12/20/2017,First Class,Home Office
CA-2016-126529,01-11-2016,DE-13255,1/13/2016,Second Class,Home Office
CA-2016-126529,01-11-2016,DE-13255,1/13/2016,Second Class,Home Office
CA-2016-126529,01-11-2016,DE-13255,1/13/2016,Second Class,Home Office
CA-2014-163552,07-11-2014,LA-16780,7/15/2014,Standard Class,Corporate
CA-2014-163552,07-11-2014,LA-16780,7/15/2014,Standard Class,Corporate
CA-2014-163552,07-11-2014,LA-16780,7/15/2014,Standard Class,Corporate
CA-2014-163552,07-11-2014,LA-16780,7/15/2014,Standard Class,Corporate
CA-2014-163552,07-11-2014,LA-16780,7/15/2014,Standard Class,Corporate
CA-2016-109820,11/20/2016,AG-10390,11/22/2016,First Class,Consumer
CA-2016-109820,11/20/2016,AG-10390,11/22/2016,First Class,Consumer
CA-2016-109820,11/20/2016,AG-10390,11/22/2016,First Class,Consumer
CA-2016-113061,4/22/2016,EL-13735,4/26/2016,Standard Class,Home Office
CA-2015-127418,6/13/2015,JJ-15445,6/14/2015,First Class,Consumer
CA-2017-121818,11/20/2017,JH-15430,11/21/2017,First Class,Consumer
CA-2017-121818,11/20/2017,JH-15430,11/21/2017,First Class,Consumer
CA-2016-127670,3/20/2016,RD-19660,3/24/2016,Standard Class,Home Office
CA-2016-102981,09-06-2016,MO-17500,09-09-2016,Second Class,Consumer
CA-2016-102981,09-06-2016,MO-17500,09-09-2016,Second Class,Consumer
CA-2017-115651,07-09-2017,NS-18640,07-12-2017,First Class,Corporate
CA-2017-115651,07-09-2017,NS-18640,07-12-2017,First Class,Corporate
CA-2017-152702,10-12-2017,SN-20710,10/16/2017,Standard Class,Home Office
CA-2016-169103,03-08-2016,ZC-21910,3/13/2016,Standard Class,Consumer
CA-2016-169103,03-08-2016,ZC-21910,3/13/2016,Standard Class,Consumer
CA-2014-139192,5/27/2014,LC-16885,06-01-2014,Second Class,Consumer
CA-2014-139192,5/27/2014,LC-16885,06-01-2014,Second Class,Consumer
US-2015-153500,07-03-2015,DG-13300,07-05-2015,First Class,Corporate
US-2015-153500,07-03-2015,DG-13300,07-05-2015,First Class,Corporate
US-2015-153500,07-03-2015,DG-13300,07-05-2015,First Class,Corporate
CA-2015-110667,04-04-2015,NF-18595,04-08-2015,Standard Class,Home Office
CA-2015-110667,04-04-2015,NF-18595,04-08-2015,Standard Class,Home Office
CA-2015-110667,04-04-2015,NF-18595,04-08-2015,Standard Class,Home Office
CA-2015-110667,04-04-2015,NF-18595,04-08-2015,Standard Class,Home Office
CA-2017-167150,12-10-2017,BP-11185,12/17/2017,Standard Class,Corporate
CA-2017-167150,12-10-2017,BP-11185,12/17/2017,Standard Class,Corporate
CA-2016-105284,11/24/2016,MG-17650,12-01-2016,Standard Class,Home Office
US-2015-125374,3/23/2015,JD-16060,3/29/2015,Standard Class,Consumer
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2015-161263,4/16/2015,TS-21160,4/21/2015,Standard Class,Corporate
CA-2016-157686,10-01-2016,BD-11620,10-02-2016,First Class,Consumer
US-2017-139955,9/28/2017,CM-12160,9/30/2017,Second Class,Consumer
US-2015-150161,7/25/2015,RB-19795,7/29/2015,Standard Class,Home Office
CA-2015-144652,11/20/2015,SN-20560,11/26/2015,Standard Class,Home Office
CA-2016-152814,4/28/2016,EH-14005,05-02-2016,Standard Class,Home Office
CA-2017-106943,11/14/2017,FO-14305,11/19/2017,Standard Class,Consumer
CA-2016-134348,11-12-2016,MS-17710,11/19/2016,Standard Class,Consumer
CA-2016-134348,11-12-2016,MS-17710,11/19/2016,Standard Class,Consumer
CA-2016-134348,11-12-2016,MS-17710,11/19/2016,Standard Class,Consumer
CA-2016-161781,9/29/2016,CC-12100,9/30/2016,First Class,Home Office
CA-2017-132521,9/23/2017,DW-13540,9/25/2017,Second Class,Consumer
CA-2017-132521,9/23/2017,DW-13540,9/25/2017,Second Class,Consumer
CA-2017-132521,9/23/2017,DW-13540,9/25/2017,Second Class,Consumer
CA-2015-110016,11/29/2015,BT-11395,12-04-2015,Standard Class,Corporate
CA-2015-110016,11/29/2015,BT-11395,12-04-2015,Standard Class,Corporate
US-2016-143819,03-01-2016,KD-16270,03-05-2016,Standard Class,Consumer
US-2016-143819,03-01-2016,KD-16270,03-05-2016,Standard Class,Consumer
US-2016-143819,03-01-2016,KD-16270,03-05-2016,Standard Class,Consumer
US-2016-143819,03-01-2016,KD-16270,03-05-2016,Standard Class,Consumer
CA-2016-167584,08-12-2016,LC-16870,08-12-2016,Same Day,Consumer
CA-2016-166163,8/15/2016,CY-12745,8/20/2016,Second Class,Corporate
CA-2016-166163,8/15/2016,CY-12745,8/20/2016,Second Class,Corporate
CA-2017-158407,06-04-2017,LW-16990,06-10-2017,Standard Class,Corporate
CA-2017-158407,06-04-2017,LW-16990,06-10-2017,Standard Class,Corporate
CA-2015-143490,12-06-2015,NP-18325,12/13/2015,Standard Class,Consumer
CA-2015-143490,12-06-2015,NP-18325,12/13/2015,Standard Class,Consumer
CA-2015-165085,12/27/2015,BT-11485,12/31/2015,Standard Class,Home Office
CA-2015-165085,12/27/2015,BT-11485,12/31/2015,Standard Class,Home Office
CA-2017-160423,1/21/2017,PS-19045,1/26/2017,Standard Class,Home Office
CA-2017-160423,1/21/2017,PS-19045,1/26/2017,Standard Class,Home Office
CA-2014-159338,6/25/2014,NS-18640,6/28/2014,First Class,Corporate
CA-2016-107216,6/14/2016,PV-18985,6/17/2016,First Class,Home Office
CA-2016-107216,6/14/2016,PV-18985,6/17/2016,First Class,Home Office
CA-2016-107216,6/14/2016,PV-18985,6/17/2016,First Class,Home Office
CA-2016-107216,6/14/2016,PV-18985,6/17/2016,First Class,Home Office
US-2017-145863,4/21/2017,RP-19390,4/27/2017,Standard Class,Consumer
US-2017-145863,4/21/2017,RP-19390,4/27/2017,Standard Class,Consumer
CA-2016-112340,10/21/2016,NM-18520,10/27/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
US-2016-110156,11/19/2016,EH-13945,11/24/2016,Standard Class,Consumer
CA-2017-140585,12/18/2017,RA-19915,12/23/2017,Second Class,Consumer
CA-2017-140585,12/18/2017,RA-19915,12/23/2017,Second Class,Consumer
CA-2017-140585,12/18/2017,RA-19915,12/23/2017,Second Class,Consumer
CA-2016-144855,7/22/2016,DL-13495,7/24/2016,Second Class,Corporate
CA-2015-142755,09-04-2015,CS-12355,09-08-2015,Standard Class,Consumer
CA-2015-142755,09-04-2015,CS-12355,09-08-2015,Standard Class,Consumer
CA-2015-142755,09-04-2015,CS-12355,09-08-2015,Standard Class,Consumer
CA-2015-142755,09-04-2015,CS-12355,09-08-2015,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
US-2014-147627,1/20/2014,HL-15040,1/26/2014,Standard Class,Consumer
CA-2015-105970,03-02-2015,PA-19060,03-07-2015,Standard Class,Home Office
CA-2015-105970,03-02-2015,PA-19060,03-07-2015,Standard Class,Home Office
CA-2016-112102,04-12-2016,BD-11605,4/16/2016,Standard Class,Consumer
CA-2016-112102,04-12-2016,BD-11605,4/16/2016,Standard Class,Consumer
CA-2016-112102,04-12-2016,BD-11605,4/16/2016,Standard Class,Consumer
US-2016-114776,12-06-2016,GG-14650,12-07-2016,First Class,Corporate
US-2016-134908,06-05-2016,JS-15940,06-09-2016,Standard Class,Home Office
US-2016-134908,06-05-2016,JS-15940,06-09-2016,Standard Class,Home Office
US-2016-148803,12-11-2016,LR-16915,12-11-2016,Same Day,Consumer
CA-2016-152170,11-12-2016,FH-14275,11/15/2016,Second Class,Corporate
CA-2016-152170,11-12-2016,FH-14275,11/15/2016,Second Class,Corporate
CA-2016-152170,11-12-2016,FH-14275,11/15/2016,Second Class,Corporate
CA-2016-152170,11-12-2016,FH-14275,11/15/2016,Second Class,Corporate
CA-2016-152170,11-12-2016,FH-14275,11/15/2016,Second Class,Corporate
CA-2014-146969,9/29/2014,AP-10915,10-03-2014,Standard Class,Consumer
CA-2014-146969,9/29/2014,AP-10915,10-03-2014,Standard Class,Consumer
CA-2014-146969,9/29/2014,AP-10915,10-03-2014,Standard Class,Consumer
CA-2014-146969,9/29/2014,AP-10915,10-03-2014,Standard Class,Consumer
CA-2014-146969,9/29/2014,AP-10915,10-03-2014,Standard Class,Consumer
CA-2015-112452,04-04-2015,NC-18340,04-04-2015,Same Day,Consumer
CA-2015-112452,04-04-2015,NC-18340,04-04-2015,Same Day,Consumer
CA-2015-112452,04-04-2015,NC-18340,04-04-2015,Same Day,Consumer
CA-2015-112452,04-04-2015,NC-18340,04-04-2015,Same Day,Consumer
CA-2015-112452,04-04-2015,NC-18340,04-04-2015,Same Day,Consumer
CA-2015-113971,05-08-2015,CB-12535,5/14/2015,Standard Class,Corporate
CA-2017-160395,12/31/2016,KL-16555,01-06-2017,Standard Class,Corporate
CA-2017-160395,12/31/2016,KL-16555,01-06-2017,Standard Class,Corporate
CA-2014-136567,12/20/2014,PS-19045,12/21/2014,First Class,Home Office
CA-2014-136567,12/20/2014,PS-19045,12/21/2014,First Class,Home Office
CA-2014-136567,12/20/2014,PS-19045,12/21/2014,First Class,Home Office
CA-2014-136567,12/20/2014,PS-19045,12/21/2014,First Class,Home Office
CA-2016-149314,07-02-2016,GB-14530,07-07-2016,Second Class,Corporate
CA-2017-147039,6/29/2017,AA-10315,07-04-2017,Standard Class,Consumer
CA-2017-147039,6/29/2017,AA-10315,07-04-2017,Standard Class,Consumer
CA-2014-126522,09-01-2014,LT-16765,09-05-2014,Second Class,Consumer
CA-2014-127964,03-03-2014,AP-10720,03-08-2014,Standard Class,Home Office
CA-2014-127964,03-03-2014,AP-10720,03-08-2014,Standard Class,Home Office
CA-2014-127964,03-03-2014,AP-10720,03-08-2014,Standard Class,Home Office
CA-2014-117709,05-04-2014,PM-18940,05-08-2014,Standard Class,Consumer
CA-2015-125416,11-02-2015,KC-16540,11-02-2015,Same Day,Consumer
CA-2017-145226,12-08-2017,DL-13315,12-10-2017,Second Class,Consumer
CA-2017-145226,12-08-2017,DL-13315,12-10-2017,Second Class,Consumer
CA-2017-145226,12-08-2017,DL-13315,12-10-2017,Second Class,Consumer
CA-2017-145226,12-08-2017,DL-13315,12-10-2017,Second Class,Consumer
US-2014-100279,03-10-2014,SW-20275,3/14/2014,Standard Class,Consumer
CA-2014-158064,4/21/2014,AA-10375,4/25/2014,Standard Class,Consumer
US-2015-104430,10/22/2015,LT-17110,10/26/2015,Standard Class,Consumer
CA-2015-132080,8/22/2015,DP-13105,8/25/2015,First Class,Corporate
CA-2016-161207,8/29/2016,AB-10060,09-03-2016,Standard Class,Home Office
CA-2014-120243,12/27/2014,AT-10435,12/30/2014,Second Class,Home Office
CA-2016-113621,12-01-2016,JE-15745,12-05-2016,Standard Class,Consumer
CA-2016-113621,12-01-2016,JE-15745,12-05-2016,Standard Class,Consumer
CA-2016-168081,4/24/2016,CA-12055,4/27/2016,Second Class,Home Office
CA-2014-128146,6/21/2014,DB-13060,6/25/2014,Standard Class,Consumer
CA-2014-128146,6/21/2014,DB-13060,6/25/2014,Standard Class,Consumer
CA-2017-138779,1/14/2017,RB-19570,1/15/2017,First Class,Consumer
CA-2017-138779,1/14/2017,RB-19570,1/15/2017,First Class,Consumer
CA-2014-127131,11/24/2014,HR-14830,11/30/2014,Standard Class,Corporate
CA-2014-127131,11/24/2014,HR-14830,11/30/2014,Standard Class,Corporate
CA-2014-127131,11/24/2014,HR-14830,11/30/2014,Standard Class,Corporate
CA-2014-127131,11/24/2014,HR-14830,11/30/2014,Standard Class,Corporate
CA-2017-117212,2/26/2017,BT-11530,2/28/2017,Second Class,Home Office
CA-2017-117212,2/26/2017,BT-11530,2/28/2017,Second Class,Home Office
CA-2017-117212,2/26/2017,BT-11530,2/28/2017,Second Class,Home Office
CA-2017-117212,2/26/2017,BT-11530,2/28/2017,Second Class,Home Office
CA-2017-117212,2/26/2017,BT-11530,2/28/2017,Second Class,Home Office
US-2015-130519,9/15/2015,NG-18355,9/15/2015,Same Day,Corporate
US-2015-130519,9/15/2015,NG-18355,9/15/2015,Same Day,Corporate
US-2015-130519,9/15/2015,NG-18355,9/15/2015,Same Day,Corporate
US-2015-130519,9/15/2015,NG-18355,9/15/2015,Same Day,Corporate
CA-2016-130946,04-08-2016,ZC-21910,04-12-2016,Standard Class,Consumer
CA-2016-130946,04-08-2016,ZC-21910,04-12-2016,Standard Class,Consumer
